"","region.date","region.hits","region.geo","region.time","region.keyword","region.gprop","region.category"
"3216",2011-12-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3217",2012-01-01,22,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3218",2012-02-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3219",2012-03-01,7,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3220",2012-04-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3221",2012-05-01,7,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3222",2012-06-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3223",2012-07-01,15,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3224",2012-08-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3225",2012-09-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3226",2012-10-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3227",2012-11-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3228",2012-12-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3229",2013-01-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3230",2013-02-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3231",2013-03-01,25,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3232",2013-04-01,25,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3233",2013-05-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3234",2013-06-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3235",2013-07-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3236",2013-08-01,14,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3237",2013-09-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3238",2013-10-01,10,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3239",2013-11-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3240",2013-12-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3241",2014-01-01,24,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3242",2014-02-01,20,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3243",2014-03-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3244",2014-04-01,14,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3245",2014-05-01,11,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3246",2014-06-01,11,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3247",2014-07-01,23,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3248",2014-08-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3249",2014-09-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3250",2014-10-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3251",2014-11-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3252",2014-12-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3253",2015-01-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3254",2015-02-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3255",2015-03-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3256",2015-04-01,24,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3257",2015-05-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3258",2015-06-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3259",2015-07-01,6,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3260",2015-08-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3261",2015-09-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3262",2015-10-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3263",2015-11-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3264",2015-12-01,11,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3265",2016-01-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3266",2016-02-01,19,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3267",2016-03-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3268",2016-04-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3269",2016-05-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3270",2016-06-01,15,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3271",2016-07-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3272",2016-08-01,5,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3273",2016-09-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3274",2016-10-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3275",2016-11-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3276",2016-12-01,17,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3277",2017-01-01,16,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3278",2017-02-01,8,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3279",2017-03-01,11,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3280",2017-04-01,12,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3281",2017-05-01,13,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3282",2017-06-01,18,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3283",2017-07-01,31,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3284",2017-08-01,16,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3285",2017-09-01,8,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3286",2017-10-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3287",2017-11-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3288",2017-12-01,8,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3289",2018-01-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3290",2018-02-01,12,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3291",2018-03-01,11,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3292",2018-04-01,8,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3293",2018-05-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3294",2018-06-01,9,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3295",2018-07-01,16,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3296",2018-08-01,8,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3297",2018-09-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3298",2018-10-01,0,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3299",2018-11-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3300",2018-12-01,4,"US-MO","2008-01-01 2018-12-31","skin bleaching","web",0
"3301",2008-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3302",2008-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3303",2008-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3304",2008-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3305",2008-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3306",2008-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3307",2008-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3308",2008-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3309",2008-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3310",2008-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3311",2008-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3312",2008-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3313",2009-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3314",2009-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3315",2009-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3316",2009-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3317",2009-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3318",2009-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3319",2009-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3320",2009-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3321",2009-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3322",2009-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3323",2009-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3324",2009-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3325",2010-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3326",2010-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3327",2010-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3328",2010-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3329",2010-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3330",2010-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3331",2010-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3332",2010-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3333",2010-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3334",2010-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3335",2010-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3336",2010-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3337",2011-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3338",2011-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3339",2011-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3340",2011-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3341",2011-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3342",2011-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3343",2011-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3344",2011-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3345",2011-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3346",2011-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3347",2011-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3348",2011-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3349",2012-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3350",2012-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3351",2012-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3352",2012-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3353",2012-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3354",2012-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3355",2012-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3356",2012-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3357",2012-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3358",2012-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3359",2012-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3360",2012-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3361",2013-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3362",2013-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3363",2013-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3364",2013-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3365",2013-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3366",2013-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3367",2013-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3368",2013-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3369",2013-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3370",2013-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3371",2013-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3372",2013-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3373",2014-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3374",2014-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3375",2014-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3376",2014-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3377",2014-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3378",2014-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3379",2014-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3380",2014-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3381",2014-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3382",2014-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3383",2014-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3384",2014-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3385",2015-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3386",2015-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3387",2015-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3388",2015-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3389",2015-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3390",2015-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3391",2015-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3392",2015-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3393",2015-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3394",2015-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3395",2015-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3396",2015-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3397",2016-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3398",2016-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3399",2016-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3400",2016-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3401",2016-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3402",2016-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3403",2016-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3404",2016-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3405",2016-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3406",2016-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3407",2016-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3408",2016-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3409",2017-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3410",2017-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3411",2017-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3412",2017-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3413",2017-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3414",2017-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3415",2017-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3416",2017-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3417",2017-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3418",2017-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3419",2017-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3420",2017-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3421",2018-01-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3422",2018-02-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3423",2018-03-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3424",2018-04-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3425",2018-05-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3426",2018-06-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3427",2018-07-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3428",2018-08-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3429",2018-09-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3430",2018-10-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3431",2018-11-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3432",2018-12-01,0,"US-MT","2008-01-01 2018-12-31","skin bleaching","web",0
"3433",2008-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3434",2008-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3435",2008-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3436",2008-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3437",2008-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3438",2008-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3439",2008-07-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3440",2008-08-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3441",2008-09-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3442",2008-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3443",2008-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3444",2008-12-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3445",2009-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3446",2009-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3447",2009-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3448",2009-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3449",2009-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3450",2009-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3451",2009-07-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3452",2009-08-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3453",2009-09-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3454",2009-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3455",2009-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3456",2009-12-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3457",2010-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3458",2010-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3459",2010-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3460",2010-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3461",2010-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3462",2010-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3463",2010-07-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3464",2010-08-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3465",2010-09-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3466",2010-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3467",2010-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3468",2010-12-01,44,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3469",2011-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3470",2011-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3471",2011-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3472",2011-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3473",2011-05-01,25,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3474",2011-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3475",2011-07-01,26,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3476",2011-08-01,21,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3477",2011-09-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3478",2011-10-01,21,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3479",2011-11-01,20,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3480",2011-12-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3481",2012-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3482",2012-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3483",2012-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3484",2012-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3485",2012-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3486",2012-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3487",2012-07-01,22,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3488",2012-08-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3489",2012-09-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3490",2012-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3491",2012-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3492",2012-12-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3493",2013-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3494",2013-02-01,18,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3495",2013-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3496",2013-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3497",2013-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3498",2013-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3499",2013-07-01,16,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3500",2013-08-01,16,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3501",2013-09-01,31,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3502",2013-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3503",2013-11-01,15,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3504",2013-12-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3505",2014-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3506",2014-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3507",2014-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3508",2014-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3509",2014-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3510",2014-06-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3511",2014-07-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3512",2014-08-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3513",2014-09-01,15,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3514",2014-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3515",2014-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3516",2014-12-01,14,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3517",2015-01-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3518",2015-02-01,13,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3519",2015-03-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3520",2015-04-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3521",2015-05-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3522",2015-06-01,14,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3523",2015-07-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3524",2015-08-01,13,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3525",2015-09-01,13,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3526",2015-10-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3527",2015-11-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3528",2015-12-01,12,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3529",2016-01-01,23,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3530",2016-02-01,0,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3531",2016-03-01,11,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
"3532",2016-04-01,11,"US-NE","2008-01-01 2018-12-31","skin bleaching","web",0
